0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,Management Bachelor,,4-YRS B.B.S.,362,307,669,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,,Management Bachelor BBA,,236,204,440,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,,Management Bachelor BIM,,196,184,380,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,Management,Master,MBS,57,52,109,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,S&T,Bachelor,4-YRS B.Sc,200,207,407,,,,,,,,,,,,,
Mechi Multiple Campus,Koshi,S&T,Bachelor BSc.CSIT,,25,113,138,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Engineering,Master,MSCmK,3,30,33,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Engineering,Master,MSDGE,6,34,40,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Engineering,Master,MSGsE,4,56,60,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Engineering,Master,MSIEM,10,50,60,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Engineering,Master,MSRTE,12,67,79,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Management Bachelor,,4-YRS B.B.S.,1710,2302,4012,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,,Management Bachelor BBA,,249,215,464,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,,Management Bachelor BBA-F,,113,119,232,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,,Management Bachelor BBM,,236,166,402,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,,Management Bachelor BIM,,78,163,241,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Management,Master,MBM,29,35,64,,,,,,,,,,,,,
Nepal Commerce Campus,Bagmati,Management,Master,MBS,805,547,1352,,,,,,,,,,,,,
Nepal Law Campus,Bagmati,Law,Bachelor,LL.B.,4068,7352,11420,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Bachelor,4-YRS B.A.,1001,0,1001,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Bachelor BCA,,85,0,85,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Economics,59,0,59,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,English,57,0,57,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Home Science,286,0,286,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Nepali,16,0,16,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Political Science,20,0,20,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Population Studies,0,0,0,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Psychology,305,0,305,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Rural Development,197,0,197,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,HSS,Master,Sociology,310,0,310,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,Management Bachelor,,4-YRS B.B.S.,1425,1,1426,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,,Management Bachelor BBA,,447,0,447,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,,Management Bachelor BBM,,370,0,370,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,,Management Bachelor BHM,,32,0,32,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,Management,Master,MBS,128,0,128,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,S&T,Bachelor,4-YRS B.Sc,199,0,199,,,,,,,,,,,,,
Padma Kanya Multiple  Campus,Bagmati,S&T,Bachelor BSc.CSIT,,136,34,170,,,,,,,,,,,,,
Paklihawa Campus,Lumbini,Agriculture,Bachelor B. Sc. A.H.,,34,60,94,,,,,,,,,,,,,
Paklihawa Campus,Lumbini,Agriculture,Bachelor B. Sc. Ag,,187,163,350,,,,,,,,,,,,,
Paklihawa Campus,Lumbini,Agriculture,Bachelor B. Sc. Horticulture,,183,159,342,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Automobile,,21,146,167,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Civil,,60,511,571,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Computer,,23,165,188,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Electrical,,23,160,183,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,"Bachelor Electronics,",,35,149,184,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Geomatics,,38,152,190,,,,,,,,,,,,,
Paschimanchal Campus,Gandaki,Engineering,Bachelor Mechanical,,20,168,188,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Bachelor,4-YRS B.A.,693,573,1266,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Bachelor BCA,,22,145,167,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Anthropology,3,7,10,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Economics,92,201,293,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,English,55,31,86,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Nepali,18,16,34,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Population Studies,25,24,49,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Rural Development,159,129,288,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,HSS,Master,Sociology,216,125,341,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,Management Bachelor,,4-YRS B.B.S.,954,772,1726,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,,Management Bachelor BBA,,224,199,423,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,,Management Bachelor BIM,,125,195,320,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,Management,Master,MBS,230,144,374,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,S&T,Bachelor,4-YRS B.Sc,182,137,319,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,S&T,Bachelor BIT,,27,80,107,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,S&T,Bachelor BSc.CSIT,,65,353,418,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,S&T,Master,Environment Science,17,5,22,,,,,,,,,,,,,
Patan Multiple Campus,Bagmati,S&T,Master,Physics,39,186,225,,,,,,,,,,,,,
Pokhara ( Medicine )  Campus,Gandaki,Medicine,Bachelor B.Sc. Nursing,,72,0,72,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Bachelor,4-YRS B.ED.,1275,432,1707,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,Curriculum And  Evaluation,7,18,25,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,Economics Education,4,1,5,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,EPM,18,15,33,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,English Education,22,78,100,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,Health Education,1,9,10,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,Mathematics Education,12,8,20,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Education,Master,Nepali Education,3,69,72,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Bachelor,4-YRS B.A.,393,348,741,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Bachelor BCA,,20,62,82,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Anthropology,11,14,25,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Economics,22,62,84,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,English,59,37,96,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Geography,14,44,58,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,History,14,24,38,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Nepali,3,16,19,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Political Science,9,40,49,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Population Studies,7,7,14,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,HSS,Master,Sociology,99,49,148,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Law,Bachelor,LL. B.,210,414,624,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Management Bachelor,,4-YRS B.B.S.,1915,1565,3480,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,,Management Bachelor BBA,,243,167,410,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,,Management Bachelor BPA,,45,26,71,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,Management,Master,MBS,269,177,446,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Bachelor,4-YRS B.Sc,558,425,983,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Bachelor BSc.CSIT,,47,124,171,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Master,Mathematics,0,1,1,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Master,MB,5,2,7,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Master,Physics,7,44,51,,,,,,,,,,,,,
Prithvi Narayan Campus,Gandaki,S&T,Master,Zoology,10,7,17,,,,,,,,,,,,,
Public Administration  Campus,Bagmati,,Management Bachelor BPA,,64,101,165,,,,,,,,,,,,,
Public Youth Campus,Bagmati,Management Bachelor,,4-YRS B.B.S.,1095,1210,2305,,,,,,,,,,,,,
Public Youth Campus,Bagmati,,Management Bachelor BBA,,227,211,438,,,,,,,,,,,,,
Public Youth Campus,Bagmati,,Management Bachelor BBM,,27,21,48,,,,,,,,,,,,,
Public Youth Campus,Bagmati,,Management Bachelor BTTM,,66,200,266,,,,,,,,,,,,,
Public Youth Campus,Bagmati,Management,Master,MBM,1,8,9,,,,,,,,,,,,,
Public Youth Campus,Bagmati,Management,Master,MBS,151,153,304,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Aerospace,,23,159,182,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Chemical,,50,80,130,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Civil,,99,663,762,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Computer,,43,337,380,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Electrical,,28,208,236,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,"Bachelor Electronics,",,25,164,189,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Bachelor Mechanical,,20,170,190,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MArch,52,26,78,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSCCD,11,41,52,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSCoM,12,67,79,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSCSK,12,60,72,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSDRM,18,46,64,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSDSA,10,57,67,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSEEB,35,36,71,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSEnE,12,59,71,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSESP,7,49,56,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSESS,14,12,26,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSGtE,8,67,75,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSHpE,8,61,69,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSICE,11,62,73,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSMDE,8,66,74,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSMSE,4,17,21,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSPSE,7,56,63,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSREE,9,65,74,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSStE,10,66,76,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSTIM,4,27,31,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSTrE,13,54,67,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSUrP,34,43,77,,,,,,,,,,,,,
Pulchwok Campus,Bagmati,Engineering,Master,MSWRE,9,56,65,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Bachelor Agricultural,,54,127,181,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Bachelor Civil,,45,380,425,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Bachelor Computer,,41,321,362,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Bachelor Electrical,,22,164,186,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,"Bachelor Electronics,",,24,162,186,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Bachelor Mechanical,,41,323,364,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Master,MSInE,2,8,10,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Master,MSLWE,1,20,21,,,,,,,,,,,,,
Purwanchal Campus,Koshi,Engineering,Master,MSSnE,2,4,6,,,,,,,,,,,,,
Rampur Campus Central,Bagmati,Agriculture,Bachelor B. Sc. Ag,,55,104,159,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Education,Bachelor,4-YRS B.ED.,812,588,1400,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Education,Master,EPM,51,26,77,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Education,Master,English Education,39,27,66,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Education,Master,Mathematics Education,54,2,56,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Bachelor,4-YRS B.A.,56,166,222,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Master,Economics,14,101,115,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Master,English,5,24,29,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Master,Nepali,16,9,25,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Master,Population Studies,12,18,30,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,HSS,Master,Sociology,49,83,132,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Management Bachelor,,4-YRS B.B.S.,860,1216,2076,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,,Management Bachelor BBA,,68,62,130,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,Management,Master,MBS,124,218,342,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,S&T,Bachelor,4-YRS B.Sc,101,222,323,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,S&T,Bachelor BSc.CSIT,,30,109,139,,,,,,,,,,,,,
Ramsworup Ramsagar  Multiple Campus,Madhesh,S&T,Master,Mathematics,4,17,21,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Bachelor,4-YRS B.A.,1487,889,2376,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Bachelor BCA,,30,135,165,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Anthropology,9,11,20,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Economics,177,375,552,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,English,214,129,343,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Nepal Bhasa,22,16,38,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Nepali,18,16,34,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Political Science,109,436,545,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Population Studies,18,29,47,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Rural Development,64,88,152,,,,,,,,,,,,,
Ratna Rajya Laxmi  Campus,Bagmati,HSS,Master,Sociology,103,109,212,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Bachelor,4-YRS B.ED.,290,211,501,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Bachelor,ICTE,33,8,41,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,Curriculum And  Evaluation (Odl),13,1,14,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,EPM,27,7,34,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,English Education,16,3,19,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,Health Education,23,7,30,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,Mathematics Education,24,3,27,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,Nepali Education,12,11,23,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Education,Master,Nepali Education (Odl),3,3,6,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,HSS,Bachelor,4-YRS B.A.,12,37,49,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,Management Bachelor,,4-YRS B.B.S.,99,94,193,,,,,,,,,,,,,
S. S. M. Y. Multiple  Campus,Madhesh,S&T,Bachelor,4-YRS B.Sc,6,17,23,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Bachelor,4-YRS B.ED.,605,254,859,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Bachelor,ICTE,113,80,193,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Biology Education,6,12,18,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Curriculum And  Evaluation (Odl),2,1,3,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Economics Education,2,5,7,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,EPM,12,12,24,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,English Education,25,62,87,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Health And Physical  Education,5,17,22,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Health Education,12,22,34,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Health Education (Odl),2,4,6,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Mathematics Education,11,17,28,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Nepali Education,12,70,82,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Nepali Education (Odl),1,3,4,,,,,,,,,,,,,
Sanothimi Campus,Bagmati,Education,Master,Population Education,8,24,32,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Bachelor,4-YRS B.A.,230,126,356,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Bachelor BCA,,17,92,109,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Master,Economics,14,49,63,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Master,English,37,40,77,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Master,Nepali,7,3,10,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,HSS,Master,Sociology,53,49,102,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,Management Bachelor,,4-YRS B.B.S.,541,511,1052,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,,Management Bachelor BBA,,221,180,401,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,,Management Bachelor BBM,,167,107,274,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,,Management Bachelor BHM,,11,16,27,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,Management,Master,MBM,42,24,66,,,,,,,,,,,,,
Saraswoti Campus,Bagmati,Management,Master,MBS,146,75,221,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,Management Bachelor,,4 YRS B.B.S.,1548,2586,4134,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,,Management Bachelor BBA,,255,214,469,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,,Management Bachelor BBA-F,,131,102,233,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,,Management Bachelor BBM,,219,151,370,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,,Management Bachelor BIM,,95,188,283,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,Management,Master,MBM,42,27,69,,,,,,,,,,,,,
Shanker Dev Campus,Bagmati,Management,Master,MBS,1119,891,2010,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Bachelor,4-YRS B.ED.,190,124,314,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Master,English Education,14,16,30,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Master,Health Education,4,10,14,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Master,Mathematics Education,23,3,26,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Master,Nepali Education,6,13,19,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Education,Master,Population Education,7,4,11,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,HSS,Bachelor,4-YRS B.A.,19,28,47,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,HSS,Master,Economics,7,38,45,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,HSS,Master,Nepali,5,11,16,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,HSS,Master,Political Science,9,40,49,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,HSS,Master,Sociology,29,90,119,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Law,Bachelor,Ll.B.,224,1024,1248,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Management Bachelor,,4-YRS B.B.S.,133,136,269,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,Management,Master,MBS,18,41,59,,,,,,,,,,,,,
Shree Mahendra  Bindeshwori Campus,Madhesh,S&T,Bachelor,4-YRS B.Sc,43,110,153,,,,,,,,,,,,,
Siddhanath ( Science )  Campus,Sudurpaschim,S&T,Bachelor,4-YRS B.Sc,70,197,267,,,,,,,,,,,,,
Siddhanath ( Science )  Campus,Sudurpaschim,S&T,Bachelor BIT,,19,40,59,,,,,,,,,,,,,
Siddhanath ( Science )  Campus,Sudurpaschim,S&T,Bachelor BSc.CSIT,,51,194,245,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Bachelor,4-YRS B.ED.,1454,808,2262,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Bachelor,ICTE,87,31,118,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,EPM,49,20,69,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,English Education,58,17,75,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,Health Education,19,5,24,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,Mathematics Education,11,1,12,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,Nepali Education,54,39,93,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Education,Master,Population Education,28,5,33,,,,,,,,,,,,,
Surkhet ( Education )  Campus,Karnali,Management Bachelor,,4-YRS B.B.S.,83,98,181,,,,,,,,,,,,,
Terhathum Campus,Koshi,Education,Bachelor,4-YRS B.ED.,67,31,98,,,,,,,,,,,,,
Terhathum Campus,Koshi,HSS,Bachelor,4-YRS B.A.,10,13,23,,,,,,,,,,,,,
Terhathum Campus,Koshi,HSS,Master,Population Studies,7,42,49,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Bachelor,4-YRS B.ED.,1237,959,2196,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,EPM,24,31,55,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,English Education,44,46,90,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,Health Education,24,31,55,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,Mathematics Education,54,18,72,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,Nepali Education,24,60,84,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,Education,Master,Population Education,7,6,13,,,,,,,,,,,,,
Thakur Ram Multiple  Campus,Madhesh,HSS,Bachelor,4-YRS B.A.,68,186,254,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
